critical_high_ratio,content_type_encoded,has_forms,response_time_ms_scaled,status_category_encoded,waf_detected,log_response_size,path_depth_scaled,security_score,input_count,has_inputs,subdomain_count,num_query_params,total_headers,has_frame_options,has_comments,has_javascript,response_size_scaled,has_csp,url_length,security_headers_count_scaled,params_per_input,has_hsts,has_https,vuln_density_per_kb,input_count_scaled,interactivity_score,security_headers_count,server_header_encoded,path_depth,form_count,form_count_scaled,domain_tld_encoded,response_time_ms,response_size,has_xss_protection,has_sql_injection,has_xss,has_command_injection,has_path_traversal,has_idor
0.0,0,0.0,0.21860114512998993,0,0,8.817594036275793,0.15384615384615385,90.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0024772569462284772,0.0,38,0.125,1.0,0.0,0,0.0,0.006097560975609756,2.0,1.0,31,2.0,0.0,0.0,8,1358.997,6751.0,0.0,0,0,0,0,0
0.0,0,1.0,0.11615811242939339,0,0,10.878763916758155,0.15384615384615385,90.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.019464266577803483,0.0,35,0.125,1.0,0.0,0,0.0,0.024390243902439025,4.0,1.0,31,2.0,1.0,0.0625,8,758.579,53037.0,0.0,0,0,0,0,0
0.0,0,1.0,0.14238335681626701,0,0,12.394285149903016,0.23076923076923078,90.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0885999204341769,0.0,44,0.125,1.0,0.0,0,0.0,0.024390243902439025,4.0,1.0,31,3.0,1.0,0.0625,8,912.285,241417.0,0.0,0,0,0,0,0
0.0,0,1.0,0.1347259526285132,0,0,10.791851948969441,0.15384615384615385,90.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.017843957034455526,0.0,39,0.125,1.0,0.0,0,0.0,0.024390243902439025,4.0,1.0,31,2.0,1.0,0.0625,8,867.405,48622.0,0.0,0,0,0,0,0
0.0,0,0.0,0.12562391294036473,0,0,8.88723835429314,0.15384615384615385,90.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0026559864473859984,0.0,35,0.125,1.0,0.0,0,0.0,0.006097560975609756,2.0,1.0,31,2.0,0.0,0.0,8,814.058,7238.0,0.0,0,0,0,0,0
0.0,0,1.0,0.10710640550050045,0,0,11.011984163278214,0.23076923076923078,90.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.022238060355521238,0.0,46,0.125,1.0,0.0,0,0.0,0.024390243902439025,4.0,1.0,31,3.0,1.0,0.0625,8,705.527,60595.0,0.0,0,0,0,0,0
0.0,0,1.0,0.11843656553820053,0,0,10.946093704414498,0.23076923076923078,90.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.020819968379191336,0.0,46,0.125,1.0,0.0,0,0.0,0.024390243902439025,4.0,1.0,31,3.0,1.0,0.0625,8,771.933,56731.0,0.0,0,0,0,0,0
0.0,0,0.0,0.023867623819440867,2,0,6.3080984415095305,0.23076923076923078,100.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.00020074956290177439,0.0,46,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,31,3.0,0.0,0.0,8,217.665,548.0,0.0,0,0,0,0,0
0.0,0,0.0,0.10667303191233435,0,0,8.827468112520654,0.15384615384615385,90.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0025018460151762264,0.0,38,0.125,1.0,0.0,0,0.0,0.006097560975609756,2.0,1.0,31,2.0,0.0,0.0,8,702.9870000000001,6818.0,0.0,0,0,0,0,0
0.0,0,1.0,0.15096893120859706,0,0,11.112746361291302,0.23076923076923078,50.0,44.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,0.024595674966272605,0.0,65,0.625,1.0,1.0,0,0.0,0.2682926829268293,4.0,5.0,31,3.0,3.0,0.1875,8,962.605,67019.0,1.0,0,0,0,0,0
0.0,0,1.0,0.11157510142477539,0,0,10.28749065734496,0.07692307692307693,40.0,14.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,0.01077551721455027,0.0,61,0.75,1.0,1.0,0,0.0,0.08536585365853659,4.0,6.0,31,1.0,4.0,0.25,8,731.718,29362.0,1.0,0,0,0,0,0
0.0,0,1.0,0.12741183492083424,0,0,10.751670735195605,0.15384615384615385,30.0,10.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,0.01714115006378478,1.0,74,0.875,1.0,1.0,0,0.0,0.06097560975609756,4.0,7.0,2,2.0,1.0,0.0625,8,824.5369999999999,46707.0,1.0,0,0,0,0,0
0.0,0,1.0,0.1570069855045066,0,0,10.459095319074011,0.23076923076923078,50.0,9.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.012792921871352928,0.0,45,0.625,1.0,1.0,0,0.0,0.054878048780487805,4.0,5.0,31,3.0,3.0,0.1875,8,997.994,34859.0,1.0,0,0,0,0,0
0.0,0,1.0,0.11165290392721781,0,0,10.475737478289117,0.15384615384615385,50.0,8.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.013007617473359396,0.0,38,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,2.0,3.0,0.1875,8,732.174,35444.0,1.0,0,0,0,0,0
0.0,0,1.0,0.10737035390242679,0,0,10.273532715413031,0.15384615384615385,50.0,8.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.010626147795718419,0.0,39,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,2.0,3.0,0.1875,8,707.074,28955.0,1.0,0,0,0,0,0
0.0,0,1.0,0.15468348884165384,0,0,10.555968976370059,0.15384615384615385,50.0,8.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.014094307520438288,0.0,38,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,2.0,3.0,0.1875,8,984.376,38405.0,1.0,0,0,0,0,0
0.0,0,0.0,0.030036884528460532,0,0,14.018967187288187,0.15384615384615385,30.0,8.0,1.0,1.0,1.0,23.0,1.0,0.0,1.0,0.4498074712601494,1.0,75,0.875,1.0,1.0,0,0.0,0.04878048780487805,2.0,7.0,9,2.0,0.0,0.0,8,253.823,1225631.0,1.0,0,0,0,0,0
0.0,0,1.0,0.13598836647845058,0,0,10.51173022600563,0.15384615384615385,50.0,8.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.013484351810122476,0.0,39,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,2.0,3.0,0.1875,8,874.804,36743.0,1.0,0,0,0,0,0
0.0,0,0.0,0.1309527018795788,0,0,10.429841977919745,0.15384615384615385,30.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,0.012424085837136688,1.0,66,0.875,1.0,1.0,0,0.0,0.006097560975609756,2.0,7.0,33,2.0,0.0,0.0,8,845.29,33854.0,1.0,0,0,0,0,0
0.0,0,1.0,0.13805047403222048,0,0,11.112746361291302,0.23076923076923078,50.0,44.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,0.024595674966272605,0.0,65,0.625,1.0,1.0,0,0.0,0.2682926829268293,4.0,5.0,31,3.0,3.0,0.1875,8,886.89,67019.0,1.0,0,0,0,0,0
0.0,0,0.0,0.024290760236232965,0,0,14.018976978107336,0.15384615384615385,30.0,8.0,1.0,1.0,1.0,23.0,1.0,0.0,1.0,0.4498118752724983,1.0,68,0.875,1.0,1.0,0,0.0,0.04878048780487805,2.0,7.0,9,2.0,0.0,0.0,8,220.145,1225643.0,1.0,0,0,0,0,0
0.0,0,1.0,0.1073749606295451,0,0,10.749098276222542,0.15384615384615385,30.0,10.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,0.017097109940296274,1.0,67,0.875,1.0,1.0,0,0.0,0.06097560975609756,4.0,7.0,2,2.0,1.0,0.0625,8,707.101,46587.0,1.0,0,0,0,0,0
0.0,0,0.0,0.12497419379716138,0,0,10.429871515217972,0.15384615384615385,30.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,0.012424452838165758,1.0,59,0.875,1.0,1.0,0,0.0,0.006097560975609756,2.0,7.0,33,2.0,0.0,0.0,8,810.25,33855.0,1.0,0,0,0,0,0
0.0,0,1.0,0.07745017312762989,0,0,10.433085861625402,0.23076923076923078,50.0,8.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.012464455950334486,0.0,56,0.625,1.0,1.0,1,0.0,0.04878048780487805,4.0,5.0,31,3.0,3.0,0.1875,8,531.712,33964.0,1.0,0,0,0,0,0
0.0,0,1.0,0.03996472270744519,0,0,10.449323113491568,0.23076923076923078,50.0,8.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.012668508522497898,0.0,69,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,3.0,3.0,0.1875,8,312.01,34520.0,1.0,0,0,0,0,0
0.0,0,1.0,0.11630194468719812,0,0,10.28749065734496,0.07692307692307693,40.0,14.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,0.01077551721455027,0.0,54,0.75,1.0,1.0,0,0.0,0.08536585365853659,4.0,6.0,31,1.0,4.0,0.25,8,759.422,29362.0,1.0,0,0,0,0,0
0.0,0,1.0,0.16806159501272314,0,0,10.37355367982882,0.23076923076923078,50.0,8.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.011744032930268336,0.0,65,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,3.0,3.0,0.1875,8,1062.785,32001.0,1.0,0,0,0,0,0
0.0,0,1.0,0.12137736363490562,0,0,10.275189030491484,0.15384615384615385,50.0,8.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.010643763845113821,0.0,45,0.625,1.0,1.0,0,0.0,0.04878048780487805,4.0,5.0,31,2.0,3.0,0.1875,8,789.169,29003.0,1.0,0,0,0,0,0
0.0,0,1.0,0.13355482022332732,0,0,11.248438950121637,0.15384615384615385,50.0,140.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,0.02817026498942303,0.0,54,0.625,1.0,1.0,1,0.0,0.8536585365853658,4.0,5.0,31,2.0,14.0,0.875,8,860.541,76759.0,1.0,0,0,0,0,0
0.0,0,0.0,0.12039527766109301,0,0,10.429901051643771,0.15384615384615385,30.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,0.01242481983919483,1.0,65,0.875,1.0,1.0,0,0.0,0.006097560975609756,2.0,7.0,33,2.0,0.0,0.0,8,783.413,33856.0,1.0,0,0,0,0,0
0.0,0,0.0,0.030751439090365908,0,0,14.019008797607553,0.15384615384615385,30.0,8.0,1.0,1.0,1.0,23.0,1.0,0.0,1.0,0.44982618831263205,1.0,74,0.875,1.0,1.0,0,0.0,0.04878048780487805,2.0,7.0,9,2.0,0.0,0.0,8,258.011,1225682.0,1.0,0,0,0,0,0
