critical_high_ratio,content_type_encoded,has_forms,response_time_ms_scaled,status_category_encoded,waf_detected,log_response_size,path_depth_scaled,security_score,input_count,has_inputs,subdomain_count,num_query_params,total_headers,has_frame_options,has_comments,has_javascript,response_size_scaled,has_csp,url_length,security_headers_count_scaled,params_per_input,has_hsts,has_https,vuln_density_per_kb,input_count_scaled,interactivity_score,security_headers_count,server_header_encoded,path_depth,form_count,form_count_scaled,domain_tld_encoded,response_time_ms,response_size,has_xss_protection
0.9230769230769231,0,0.0,0.048051917473384206,2,1,10.71268293145874,0.0,0.7000000000000001,0.0,0.0,1.0,0.0,24.0,1.0,0.0,1.0,0.021237716330867736,0.0,26,0.625,0.0,0.0,1,0.29634246788807017,0.0,0.2,5.0,8,0.0,0.0,0.0,4,359.409,44921.0,0.0
0.0,0,1.0,0.06916642467131003,0,1,11.570004986809396,0.3333333333333333,0.6400000000000001,4.0,1.0,1.0,0.0,17.0,1.0,1.0,1.0,0.050055198205290044,1.0,50,0.25,0.0,0.0,1,0.00967196546806079,0.09090909090909091,0.9466666666666668,2.0,8,2.0,2.0,0.4,4,483.161,105873.0,0.0
0.0,0,0.0,0.05216828408287059,0,1,11.518460120468703,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,18.0,1.0,1.0,1.0,0.047540429434945304,0.0,22,0.25,0.0,1.0,1,0.020367165900908965,0.0,0.2,2.0,3,0.0,0.0,0.0,16,383.535,100554.0,0.0
0.0,0,0.0,0.09036743596734616,0,0,12.855456008648943,0.16666666666666666,1.3599999999999999,0.0,0.0,1.0,0.0,25.0,1.0,1.0,1.0,0.18101701806766093,1.0,32,1.0,0.0,1.0,1,0.0,0.0,0.2,8.0,8,1.0,0.0,0.0,19,607.42,382871.0,1.0
0.0,0,1.0,0.10218403226483427,0,1,11.528877551184156,0.3333333333333333,0.6400000000000001,4.0,1.0,1.0,0.0,17.0,1.0,1.0,1.0,0.04803827705953132,1.0,83,0.25,0.0,0.0,1,0.010078045803930832,0.09090909090909091,0.9466666666666668,2.0,8,2.0,2.0,0.4,4,676.677,101607.0,0.0
0.0,0,0.0,0.06079258910689895,0,1,7.814803429489359,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0011701546731722537,0.0,20,0.625,0.0,1.0,1,0.827140549273021,0.0,0.2,5.0,3,0.0,0.0,0.0,17,434.0820000000001,2476.0,0.0
0.0,0,0.0,0.020942693338365473,2,1,9.114710140960932,0.0,0.7000000000000001,0.0,0.0,1.0,0.0,23.0,1.0,0.0,1.0,0.004295767822401252,0.0,27,0.625,0.0,0.0,1,0.3380653681082866,0.0,0.2,5.0,8,0.0,0.0,0.0,4,200.522,9087.0,0.0
0.0,0,0.0,0.09994516288533993,2,1,9.92299601892417,0.3333333333333333,0.6600000000000001,0.0,0.0,1.0,0.0,17.0,1.0,1.0,1.0,0.009641128927405495,1.0,64,0.375,0.0,0.0,1,0.05021330848820674,0.0,0.2,3.0,8,2.0,0.0,0.0,4,663.555,20393.0,0.0
0.0,0,1.0,0.055552351700069995,0,1,11.591228198227402,0.3333333333333333,0.6400000000000001,4.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.051128903766006886,1.0,62,0.25,0.0,0.0,1,0.009468856339695221,0.09090909090909091,0.9466666666666668,2.0,8,2.0,2.0,0.4,4,403.369,108144.0,0.0
0.0,0,0.0,0.04443137119744535,1,0,5.1298987149230735,0.0,0.22000000000000003,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,7.895589107869349e-05,0.0,30,0.125,0.0,0.0,1,0.0,0.0,0.0,1.0,26,0.0,0.0,0.0,19,338.189,168.0,0.0
0.0,0,0.0,0.09279330434393894,2,1,9.92299601892417,0.16666666666666666,0.6600000000000001,0.0,0.0,1.0,0.0,17.0,1.0,1.0,1.0,0.009641128927405495,1.0,42,0.375,0.0,0.0,1,0.05021330848820674,0.0,0.2,3.0,8,1.0,0.0,0.0,4,621.638,20393.0,0.0
